Date;TransType;Item;Description;TransID;TableSource;Qty;OriginalStoreroom;OriginalBin;ToStoreroom;ToBin;Location;PoNumber;InventoryUsage ;WorkOrder;ItemType;ItemCommCodes;WOCommGroup ;ConditionCode;ActualCost;LineCost;FromStoreroom;TopAsset;AssetConCode;
14/03/2025;CURBALADJ;42291;Wiper blade 650mm/ BALAI ESSUIE VITRE LG.650;3128624;INVTRANS;2;FOS1;;;;;;;;SparePart;JG;;;246,82;246,82;;;;FALSE
14/03/2025;RECEIPT;42093;Loctite 222, Loctite;226009;MATRECTRANS;10;FOS1;;FOS1;Armoire 1;;PO73482;;;Lubricant;TECH-CONS;;;39,43;394,3;;;;FALSE
14/03/2025;TRANSFER;12733;wiper blade NKW 650mm;226010;MATRECTRANS;4;PPO1;Transportlager;PPO1;4D4;;;;;SparePart;JG;;;11,39;45,56;PPO1;;;TRUE
14/03/2025;TRANSFER;ITM3883;Doppelschloss rechts, A2V00207470695;226011;MATRECTRANS;2;PPO1;Wareneingang;PPO1;PPO10000P6;;;;;SparePart;NB;;;1079,9;2159,8;PPO1;;;TRUE
14/03/2025;TRANSFER;ITM3884;Doppelschloss links, A2V00207470696;226012;MATRECTRANS;2;PPO1;Wareneingang;PPO1;PPO10000P6;;;;;SparePart;NB;;;1502;3004;PPO1;;;TRUE
14/03/2025;SHIPTRANSFER;28952;Doppler Radar DRS05-S1-30T;225690;MATRECTRANS;1;CCH1;DKS1D06103;CCH1;CCH1000EIN;;;41695;;SparePart;JD;;;9079,31;9079,31;DKS1;;;FALSE
14/03/2025;SHIPTRANSFER;13768;SCMT MMI Display;225691;MATRECTRANS;1;CCH1;DKS1G03202;CCH1;CCH1000EIN;;;41695;;SparePart;JC;;;2308;2308;DKS1;;;FALSE
14/03/2025;TRANSFER;ITM4751;Antenne Dualband VHF, L1 GPS, BFLD2 (2m/GPS);226013;MATRECTRANS;1;PPO1;PPO1000EIN;PPO1;C5;;;41728;;SparePart;JE;;NEW;383,62;383,62;PPO1;;;TRUE
14/03/2025;SHIPTRANSFER;27746;Dichtungsrahmen für  Signalsw. Mitte oben;225692;MATRECTRANS;2;DKR1;DKS1J42003;DKR1;;;;41661;;SparePart;KB;;;120,16;240,32;DKS1;;;FALSE
14/03/2025;SHIPTRANSFER;13375;Armlehne Links für Fahrersitz 738.37;225693;MATRECTRANS;3;DKR1;DKS1J30101;DKR1;;;;41661;;SparePart;DC;;;69,8;209,4;DKS1;;;FALSE
14/03/2025;SHIPTRANSFER;13374;Armlehne Rechts für Fahrersitz 738.37;225694;MATRECTRANS;2;DKR1;DKS1J30103;DKR1;;;;41661;;SparePart;DC;;;69,8;139,6;DKS1;;;FALSE
14/03/2025;SHIPTRANSFER;13375;Armlehne Links für Fahrersitz 738.37;225695;MATRECTRANS;1;DKR1;DKS1J30101;DKR1;;;;41660;;SparePart;DC;;;69,8;69,8;DKS1;;;FALSE
14/03/2025;ISSUE;13831;IGBT Phasenbaustein SIBAC BB S3P-3000WL - Erzeugnis-Nummer: 450 375.9007.00, Siemens AG;142372;MATUSETRANS;-1;PPO1;;;;PLACEOFREPAIR;;41729;;SparePart;FD;;;32275;32275;PPO1;;;TRUE
14/03/2025;TRANSFER;29971;Lichtwellenleiter-Messgerät 557B;225696;MATRECTRANS;1;DKS1;zur Prüfung/Kalibrierung;DKS1;DKS1000REP;;;41730;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29970;Lichtwellenleiter-Messgerät 253 B;225697;MATRECTRANS;1;DKS1;zur Prüfung/Kalibrierung;DKS1;DKS1000REP;;;41730;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;15528;Kohleschleifstück SK1400 SK85ACu (PL);226015;MATRECTRANS;2;PPO1;Auftrag;PPO1;PPO10000P1;;;;;SparePart;FB;;;486,69;973,38;PPO1;;;TRUE
14/03/2025;TRANSFER;15528;Kohleschleifstück SK1400 SK85ACu (PL);226016;MATRECTRANS;1;PPO1;Auftrag;PPO1;PPO10000P1;;;;;SparePart;FB;;;465,79;465,79;PPO1;;;TRUE
14/03/2025;TRANSFER;15528;Kohleschleifstück SK1400 SK85ACu (PL);226014;MATRECTRANS;5;PPO1;Auftrag;PPO1;PPO10000P1;;;;;SparePart;FB;;;507,8;2539;PPO1;;;TRUE
14/03/2025;TRANSFER;13707;Spirax AX 80W-90 (Getriebeöl);226017;MATRECTRANS;20;PPO1;BodenH;PPO1;Schmierstoffe;;;;;Lubricant;TECH-CONS;;;4,49;89,8;PPO1;;;TRUE
14/03/2025;TRANSFER;12731;Leuchtstoffröhre  L36W/840 1200mm;226020;MATRECTRANS;2;PPO1;I5;PPO1;PPO1D09202;;;;;SparePart;KA;;;1;2;PPO1;;;TRUE
14/03/2025;TRANSFER;12731;Leuchtstoffröhre  L36W/840 1200mm;226018;MATRECTRANS;6;PPO1;I5;PPO1;PPO1D09202;;;;;SparePart;KA;;;1;6;PPO1;;;TRUE
14/03/2025;TRANSFER;12731;Leuchtstoffröhre  L36W/840 1200mm;226019;MATRECTRANS;1;PPO1;I5;PPO1;PPO1D09202;;;;;SparePart;KA;;;1;1;PPO1;;;TRUE
14/03/2025;TRANSFER;56075;GFK-Verkleidung, lackiert RAL 7012, Pützer;226021;MATRECTRANS;1;PPO1;;PPO1;PPO10000P3;;;;;SparePart;CF;;;120;120;PPO1;;;TRUE
14/03/2025;TRANSFER;43001;WD40 450ml;226022;MATRECTRANS;29;PPO1;Schrank1;PPO1;PPO1SZAFA1;;;;;Lubricant;TECH-CONS;;;6,79;196,91;PPO1;;;TRUE
14/03/2025;TRANSFER;43567;Vaseline 1kg;226023;MATRECTRANS;1;PPO1;;PPO1;1A1;;;;;Lubricant;TECH-CONS;;;0;0;PPO1;;;TRUE
14/03/2025;TRANSFER;ITM4548;Holder, painted;226025;MATRECTRANS;1;PPO1;PPO10000P6;PPO1;PPO10000P4;;;;;SparePart;TECH-STAP;;;3641,8;3641,8;PPO1;;;TRUE
14/03/2025;TRANSFER;ITM4548;Holder, painted;226024;MATRECTRANS;2;PPO1;PPO10000P6;PPO1;PPO10000P4;;;;;SparePart;TECH-STAP;;;3641,8;7283,6;PPO1;;;TRUE
14/03/2025;TRANSFER;55229;Scheibenreiniger Sommer Konzentrat 1:100, 250ml;226026;MATRECTRANS;2;PPO1;P3;PPO1;Schmierstoffe;;;;;Lubricant;TECH-CONS;;;1,14;2,28;PPO1;;;TRUE
14/03/2025;TRANSFER;30086;Kohleschleifstück Komplett 1-W08.13468 (ITA), Schunk;226028;MATRECTRANS;2;PPO1;P4;PPO1;PPO10000P6;;;;;SparePart;FB;;;1712;3424;PPO1;;;TRUE
14/03/2025;TRANSFER;30086;Kohleschleifstück Komplett 1-W08.13468 (ITA), Schunk;226029;MATRECTRANS;2;PPO1;P4;PPO1;PPO10000P6;;;;;SparePart;FB;;;1712;3424;PPO1;;;TRUE
14/03/2025;TRANSFER;30086;Kohleschleifstück Komplett 1-W08.13468 (ITA), Schunk;226027;MATRECTRANS;2;PPO1;P4;PPO1;PPO10000P6;;;;;SparePart;FB;;;1712;3424;PPO1;;;TRUE
14/03/2025;TRANSFER;14004;Fahrersitz Modell 738.37.07, Möve;226030;MATRECTRANS;1;PPO1;P1;PPO1;PPO10000P6;;;41732;;SparePart;DC;;REPAIRED;817;817;PPO1;;;TRUE
14/03/2025;TRANSFER;ITM4433;Schlüsselvervielfacher;226031;MATRECTRANS;1;PPO1;F4;PPO1;H4;;;;;SparePart;JD;;;830;830;PPO1;;;TRUE
14/03/2025;TRANSFER;13270;Entstörbaustein LDZ-S10-6088;226032;MATRECTRANS;1;PPO1;A0;PPO1;E4;;;;;SparePart;UA;;;20,62;20,62;PPO1;;;TRUE
